53.093012 -27.954546 J2000
53.089613 -27.959742 J2000
53.102913 -27.959642 J2000
53.101709 -27.958481 J2000
53.102277 -27.958683 J2000
53.090577 -27.958515 J2000
53.099964 -27.958278 J2000
53.096144 -27.957583 J2000
53.091572 -27.958367 J2000
53.091852 -27.958181 J2000
53.089615 -27.958041 J2000
53.090978 -27.957847 J2000
53.093474 -27.957127 J2000
53.104511 -27.957059 J2000
53.099716 -27.957266 J2000
53.102331 -27.956404 J2000
53.091184 -27.957127 J2000
53.103550 -27.956479 J2000
53.090861 -27.956420 J2000
53.085594 -27.956420 J2000
53.104202 -27.956583 J2000
53.090544 -27.956144 J2000
53.084902 -27.955856 J2000
53.095282 -27.956409 J2000
53.093823 -27.956355 J2000
53.094481 -27.956297 J2000
53.086455 -27.955937 J2000
53.098331 -27.956075 J2000
53.095953 -27.955055 J2000
53.084946 -27.955687 J2000
53.088284 -27.954264 J2000
53.088782 -27.955259 J2000
53.088988 -27.954454 J2000
53.083732 -27.954083 J2000
53.089658 -27.954343 J2000
53.084005 -27.954441 J2000
53.103844 -27.954009 J2000
53.105936 -27.954321 J2000
53.090315 -27.954090 J2000
53.083227 -27.951345 J2000
53.087183 -27.953926 J2000
53.089970 -27.953816 J2000
53.102202 -27.953551 J2000
53.083618 -27.952635 J2000
53.082158 -27.953669 J2000
53.086979 -27.953362 J2000
53.106782 -27.952422 J2000
53.104483 -27.953230 J2000
53.099461 -27.953502 J2000
53.090625 -27.953459 J2000
53.086618 -27.953034 J2000
53.083131 -27.953361 J2000
53.099296 -27.953166 J2000
53.104646 -27.953333 J2000
53.104771 -27.953178 J2000
53.085255 -27.952048 J2000
53.093425 -27.953120 J2000
53.092692 -27.953069 J2000
53.102670 -27.952889 J2000
53.090892 -27.952986 J2000
53.090615 -27.952431 J2000
53.088034 -27.952869 J2000
53.094663 -27.952864 J2000
53.080018 -27.952064 J2000
53.082487 -27.952695 J2000
53.096337 -27.952674 J2000
53.079512 -27.948759 J2000
53.090548 -27.950555 J2000
53.087257 -27.952280 J2000
53.083549 -27.952124 J2000
53.096211 -27.952166 J2000
53.087718 -27.952054 J2000
53.105951 -27.951660 J2000
53.082432 -27.952030 J2000
53.101351 -27.951917 J2000
53.106171 -27.951595 J2000
53.099762 -27.951758 J2000
53.080237 -27.951742 J2000
53.081034 -27.951601 J2000
53.102809 -27.951545 J2000
53.104778 -27.951456 J2000
53.082563 -27.951069 J2000
53.091050 -27.951337 J2000
53.090136 -27.951050 J2000
53.097609 -27.951147 J2000
53.080100 -27.951040 J2000
53.079561 -27.950289 J2000
53.081742 -27.950855 J2000
53.089603 -27.950769 J2000
53.077663 -27.949669 J2000
53.104059 -27.950577 J2000
53.085118 -27.948382 J2000
53.090132 -27.950530 J2000
53.097212 -27.950530 J2000
53.080760 -27.950471 J2000
53.098682 -27.950310 J2000
53.100205 -27.950304 J2000
53.075112 -27.950240 J2000
53.079948 -27.949311 J2000
53.082999 -27.950122 J2000
53.095534 -27.949733 J2000
53.113451 -27.947689 J2000
53.098676 -27.949839 J2000
53.084281 -27.946064 J2000
53.074499 -27.949561 J2000
53.099532 -27.949148 J2000
53.092836 -27.949616 J2000
53.093047 -27.949483 J2000
53.103051 -27.949465 J2000
53.089668 -27.949371 J2000
53.083541 -27.949408 J2000
53.099952 -27.949404 J2000
53.099302 -27.949326 J2000
53.101780 -27.949176 J2000
53.072445 -27.949279 J2000
53.085788 -27.949054 J2000
53.087403 -27.949151 J2000
53.095627 -27.949074 J2000
53.088837 -27.948916 J2000
53.071017 -27.947521 J2000
53.076533 -27.948995 J2000
53.090045 -27.948902 J2000
53.108841 -27.948895 J2000
53.107691 -27.948885 J2000
