26.185966 1.726606 19.194126 0.000189
23.909465 0.605192 22.072220 0.004701
25.786212 1.436292 22.622197 0.006653
22.061673 0.258425 25.316698 0.039756
23.376140 0.473400 22.535281 0.003256
25.934678 1.537926 22.671739 0.004599
24.356059 0.743382 28.738721 0.554690
23.386681 0.475703 27.282580 0.253186
24.919026 0.963397 27.518749 0.179198
25.344485 1.171917 99.000000 99.000000
26.192941 1.732162 27.855403 0.233977
24.748102 0.890473 26.748500 0.083828
27.113347 2.646486 26.848587 0.101610
24.323089 0.732180 99.000000 99.000000
23.346445 0.466970 27.401167 0.150635
27.384816 2.998912 32.122342 10.567797
27.647601 3.384711 26.879043 0.102463
26.546815 2.038747 26.291863 0.065837
23.917688 0.607488 29.810585 1.516714
27.896570 3.795899 26.930457 0.136827
25.952295 1.550454 28.251056 0.433373
26.349109 1.861322 27.196215 0.186921
28.015524 4.009630 27.734001 0.336848
25.030663 1.014221 28.775877 0.633558
26.727395 2.215532 28.310165 0.340152
24.826783 0.923330 26.670106 0.123816
28.549342 5.127044 27.623467 0.219605
26.354788 1.866195 28.850464 0.601637
24.086380 0.656562 27.374524 0.173736
25.592260 1.313565 28.175246 0.268052
26.330055 1.845062 27.276553 0.180064
26.667677 2.155438 28.774612 0.554894
25.890182 1.506732 27.172542 0.183459
25.921677 1.528745 28.809298 0.595117
26.005121 1.588634 26.844976 0.206560
27.549048 3.234519 26.902841 0.120680
26.290508 1.811762 31.454247 7.495038
22.479068 0.313194 28.189372 0.345642
25.075040 1.035161 26.623295 0.093349
26.352447 1.864186 27.705908 0.193617
26.570871 2.061458 27.225252 0.190341
27.188886 2.740175 25.955990 0.049067
24.654101 0.852747 28.545382 0.559755
25.646079 1.346529 25.704309 0.042745
26.852611 2.347044 28.984501 0.710871
27.239064 2.804226 28.416935 0.491716
27.122158 2.657240 26.627978 0.172996
23.525508 0.507109 23.597106 0.014108
26.452690 1.952259 27.714883 0.266345
26.106193 1.664328 27.881639 0.428677
26.700066 2.187826 27.699039 0.213934
26.332546 1.847180 26.524624 0.218675
27.428257 3.059505 26.766875 0.089871
22.871842 0.375291 28.566399 0.556330
25.316254 1.156780 26.692117 0.193027
24.941034 0.973210 27.022407 0.181698
26.299922 1.819636 28.658415 0.578562
26.496654 1.992189 27.248488 0.281309
26.340611 1.854054 27.350931 0.147153
26.611347 2.100240 25.385916 0.037655
26.720044 2.208046 27.831051 0.241485
27.657447 3.400088 27.867520 0.313759
25.863375 1.488248 26.903361 0.124767
99.000000 99.000000 29.558759 1.164247
26.678302 2.166012 27.246689 0.218322
25.913084 1.522708 27.477351 0.201365
24.640886 0.847573 27.754037 0.230319
27.183122 2.732902 27.291458 0.177989
27.691760 3.454242 27.632679 0.195848
26.652565 2.140488 27.689651 0.215593
24.545858 0.811281 26.687957 0.104890
25.018987 1.008782 27.937409 0.304668
25.573960 1.302543 26.906599 0.103846
25.520610 1.270932 24.928491 0.020897
27.143127 2.683029 27.452511 0.178614
25.042142 1.019597 27.866926 0.315999
27.470736 3.119953 27.910092 0.251171
25.102325 1.048251 27.272777 0.140154
25.495015 1.256039 26.038330 0.066826
25.694131 1.376659 27.249746 0.141818
26.659917 2.147749 28.305116 0.372287
26.260269 1.786708 25.514714 0.031586
26.017300 1.597572 21.370891 0.001906
23.662727 0.540189 24.793324 0.089740
25.278351 1.136763 28.073496 0.317285
25.734119 1.402244 25.631070 0.041650
24.132717 0.670724 27.940288 0.283546
27.591321 3.298098 26.989822 0.121089
25.942081 1.543178 28.732352 0.511310
25.369897 1.185713 27.291387 0.247087
26.894411 2.392668 25.679536 0.042469
25.572872 1.301890 26.146632 0.057907
25.901062 1.514301 27.307535 0.146020
26.398148 1.903836 27.077012 0.127434
25.794102 1.441518 26.009827 0.049047
24.637287 0.846170 27.479863 0.233744
26.198153 1.736324 28.056252 0.298481
27.088464 2.616334 26.400650 0.093832
26.133535 1.685418 26.268801 0.094862
25.324305 1.161076 27.796068 0.233013
26.727928 2.216080 27.384738 0.144299
28.626480 5.312449 99.000000 99.000000
28.527949 5.076806 27.745728 0.290623
26.187475 1.727808 27.714605 0.228867
25.422062 1.214542 27.680599 0.193124
27.352503 2.954614 27.100676 0.133579
25.482665 1.248916 27.319476 0.216337
26.847801 2.341858 28.350590 0.439804
24.493379 0.791910 28.260836 0.491324
26.282352 1.804971 27.854861 0.211980
26.331809 1.846554 30.057750 2.894010
26.246321 1.775270 28.278239 0.551728
25.093023 1.043770 27.870265 0.272376
25.810653 1.452547 24.037527 0.019000
27.162884 2.707558 22.903301 0.009988
26.841223 2.334772 23.872435 0.010849
26.244721 1.773962 26.664570 0.089980
24.949268 0.976908 27.711289 0.193182
26.238031 1.768504 25.503045 0.035924
26.421104 1.924067 28.343247 0.453864
24.241148 0.705066 25.969392 0.065103
25.639862 1.342680 26.815761 0.106640
26.604344 2.093482 27.205621 0.128659
23.641397 0.534909 27.288175 0.257670
27.228664 2.790819 27.317997 0.202672
25.932087 1.536092 25.371620 0.024751
29.697825 8.700810 27.701507 0.310772
99.000000 99.000000 27.445281 0.360211
26.985075 2.494682 28.380174 0.340202
26.233812 1.765074 27.986758 0.367089
24.371103 0.748550 28.472711 0.434230
26.325865 1.841505 27.014304 0.167995
25.389377 1.196398 28.495149 0.397034
27.300844 2.885161 28.146648 0.391427
27.867748 3.745850 25.734811 0.062446
26.455839 1.955094 27.013423 0.180897
26.484770 1.981318 24.169035 0.016066
24.664140 0.856698 27.308654 0.170006
26.688635 2.176339 27.302907 0.181752
25.675711 1.365029 27.217073 0.155584
24.730031 0.883092 24.840532 0.017248
26.805421 2.296592 27.065476 0.105540
26.813999 2.305680 26.783477 0.100032
26.205385 1.742116 28.482757 0.428550
25.425002 1.216187 26.472606 0.076399
24.415884 0.764147 22.027960 0.002674
25.208994 1.101029 26.495831 0.102671
27.472322 3.122224 28.420706 0.390081
24.934662 0.970359 26.917300 0.142090
26.277049 1.800569 27.211082 0.135600
25.417792 1.212155 28.381616 0.477307
25.714668 1.389741 28.314984 0.376342
24.706152 0.873435 25.038240 0.027202
20.683908 0.137019 25.958759 0.058730
24.217942 0.697571 24.790822 0.020780
26.106428 1.664507 26.686734 0.142271
27.087127 2.614721 26.995033 0.140093
25.240646 1.117197 25.696238 0.030709
28.089429 4.148450 26.314233 0.073468
26.902659 2.401771 26.383976 0.171345
26.951615 2.456533 28.791602 0.575508
25.918996 1.526860 26.394055 0.076462
26.442455 1.943080 25.829240 0.070232
26.633609 2.121884 27.672551 0.193234
26.943144 2.446967 26.402502 0.083974
26.923035 2.424418 28.111247 0.323629
26.600667 2.089938 27.541250 0.203195
29.424389 7.671434 24.015106 0.010555
26.333728 1.848185 24.032077 0.012129
26.830036 2.322773 21.313432 0.001293
21.944606 0.244862 26.064922 0.063448
24.599211 0.831462 28.174842 0.521811
25.287489 1.141558 27.859674 0.247100
26.933887 2.436565 26.443809 0.106521
27.364579 2.971090 25.452956 0.040994
24.727009 0.881864 28.366824 0.392281
25.722738 1.394915 28.664332 0.564716
25.794206 1.441588 26.452218 0.105894
23.538631 0.510183 27.385519 0.169096
23.855271 0.590275 26.330606 0.167833
29.277757 7.170497 26.421144 0.077313
26.335944 1.850072 26.600549 0.109708
27.206623 2.762639 26.458890 0.079074
28.079460 4.129461 28.140324 0.310176
26.145219 1.694510 25.615028 0.072271
24.223758 0.699442 27.225666 0.189039
26.077493 1.642473 26.712910 0.106515
21.851412 0.234575 25.932003 0.051345
24.976494 0.989234 30.195914 2.103126
27.047464 2.567398 25.916576 0.125135
25.206404 1.099717 23.987390 0.007945
23.851840 0.589343 26.859072 0.148180
25.938769 1.540826 26.201786 0.061191
25.404786 1.204918 25.690257 0.057461
24.858716 0.937008 26.633580 0.123088
28.416783 4.823438 26.317221 0.067837
24.240236 0.704769 27.821622 0.260160
25.218437 1.105827 28.795462 0.602223
24.327957 0.733823 27.233486 0.147745
23.804872 0.576732 27.259176 0.173736
27.678345 3.432966 27.185768 0.123700
26.278997 1.802185 24.176093 0.014461
27.227379 2.789176 25.154373 0.029000
26.635689 2.123918 32.517512 16.986789
26.665697 2.153472 26.199158 0.069978
26.947012 2.451333 27.638719 0.243995
28.091879 4.153132 27.123754 0.224458
27.657949 3.400863 26.320107 0.077968
25.207750 1.100399 28.287169 0.502313
27.522478 3.195179 27.283558 0.162329
26.030265 1.607140 28.070278 0.348506
29.468133 7.827523 25.033430 0.021928
23.472905 0.494973 27.525897 0.221798
26.722826 2.210883 26.977024 0.132062
26.107866 1.665611 27.682036 0.259531
23.854532 0.590074 26.063137 0.077678
